ALL_SPECIES_REPORTED,ATLAS_BLOCK,BCR_CODE,COUNTRY,COUNTRY_CODE,COUNTY,COUNTY_CODE,DURATION_MINUTES,EFFORT_AREA_HA,EFFORT_DISTANCE_KM,GROUP_IDENTIFIER,IBA_CODE,LAST_EDITED_DATE,LATITUDE,LOCALITY,LOCALITY_ID,LOCALITY_TYPE,LONGITUDE,MONTH,NCBA_APPROVED,NCBA_BLOCK,NCBA_COMMENTS,NCBA_REVIEWED,NCBA_REVIEWER,NCBA_REVIEW_DATE,NUMBER_OBSERVERS,OBSERVATION_DATE,OBSERVER_ID,PROJECT_CODE,PROTOCOL_CODE,PROTOCOL_TYPE,SAMPLING_EVENT_IDENTIFIER,STATE,STATE_CODE,TIME_OBSERVATIONS_STARTED,TRIP_COMMENTS,USFWS_CODE,YEAR,_id
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,11:50.4,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/12/2021,obsr558431,EBIRD,P20,Incidental,S79236348,North Carolina,US-NC,8:11:00,,,2021,S79236348
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,29:44.7,35.7667941,Lake Raleigh,L876033,H,-78.6778808,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/13/2021,obsr2085791,EBIRD,P20,Incidental,S79202909,North Carolina,US-NC,15:30:00,,,2021,S79202909
1,,29,United States,US,Wake,US-NC-183,10,0,0,,,44:35.6,35.7735815,Sams Backyard,L4321898,P,-78.6527649,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/24/2021,obsr408219,EBIRD,P21,Stationary,S79820001,North Carolina,US-NC,11:44:00,,,2021,S79820001
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,06:54.5,35.7905056,123 Brooks Avenue,L13243534,P,-78.6733669,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/11/2021,obsr655817,EBIRD,P20,Incidental,S79090598,North Carolina,US-NC,14:37:00,Seen from my desk in the front tree while not sending the emails I need to send and not making the call I need to make,,2021,S79090598
1,,29,United States,US,Wake,US-NC-183,28,0,0,,,44:35.6,35.7735815,Sams Backyard,L4321898,P,-78.6527649,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/29/2021,obsr408219,EBIRD,P21,Stationary,S80089606,North Carolina,US-NC,16:52:00,,,2021,S80089606
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,49:01.3,35.777685,"200 S McDowell St, Raleigh US-NC 35.77768, -78.64264",L13414458,P,-78.642639,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/28/2021,obsr171320,EBIRD,P20,Incidental,S80029725,North Carolina,US-NC,13:48:00,,,2021,S80029725
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,37:28.5,35.7880683,Edna Metz Wells Park,L1435480,H,-78.6551607,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/18/2021,obsr1826657,EBIRD,P20,Incidental,S79500950,North Carolina,US-NC,14:37:00,,,2021,S79500950
0,,29,United States,US,Wake,US-NC-183,4,0,0,,,44:35.6,35.7717,Dorothea Gardens,L12204410,P,-78.649048,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/4/2021,obsr1334916,EBIRD,P21,Stationary,S78640534,North Carolina,US-NC,7:49:00,,,2021,S78640534
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,59:05.0,35.7667941,Lake Raleigh,L876033,H,-78.6778808,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/3/2021,obsr2085791,EBIRD,P20,Incidental,S78588788,North Carolina,US-NC,12:30:00,,,2021,S78588788
0,,29,United States,US,Wake,US-NC-183,20,0,0.805,,,57:36.2,35.772049,Raleigh,L131236,T,-78.6386337,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/4/2021,obsr2046829,EBIRD,P22,Traveling,S78651132,North Carolina,US-NC,10:30:00,,,2021,S78651132
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,29:06.3,35.772049,Raleigh,L131236,T,-78.6386337,1,0,Raleigh West SE,0,0,EBD Upload,,2,1/5/2021,obsr2046829,EBIRD,P20,Incidental,S78778456,North Carolina,US-NC,14:30:00,,,2021,S78778456
1,,29,United States,US,Wake,US-NC-183,24,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/23/2021,obsr558431,EBIRD,P21,Stationary,S79808698,North Carolina,US-NC,16:07:00,,,2021,S79808698
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,31:17.8,35.759013,"S Wilmington St, Raleigh US-NC 35.75901, -78.64015",L13400849,P,-78.640151,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/26/2021,obsr1334916,EBIRD,P20,Incidental,S79947524,North Carolina,US-NC,17:30:00,,,2021,S79947524
1,,29,United States,US,Wake,US-NC-183,33,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/25/2021,obsr558431,EBIRD,P21,Stationary,S80155582,North Carolina,US-NC,7:55:00,,,2021,S80155582
1,,29,United States,US,Wake,US-NC-183,19,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/14/2021,obsr558431,EBIRD,P21,Stationary,S79236332,North Carolina,US-NC,14:52:00,,,2021,S79236332
1,,29,United States,US,Wake,US-NC-183,33,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/18/2021,obsr558431,EBIRD,P21,Stationary,S79499682,North Carolina,US-NC,13:46:00,,,2021,S79499682
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,51:10.2,35.7814222,Pullen Park,L3581584,H,-78.66359,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/10/2021,obsr1568375,EBIRD,P20,Incidental,S78999470,North Carolina,US-NC,9:49:00,,,2021,S78999470
1,,29,United States,US,Wake,US-NC-183,24,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/8/2021,obsr558431,EBIRD,P21,Stationary,S78883795,North Carolina,US-NC,13:25:00,,,2021,S78883795
1,,29,United States,US,Wake,US-NC-183,13,0,0,,,44:35.6,35.7871126,"Park Drive, Raleigh, North Carolina, US",L13091163,P,-78.6538952,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/1/2021,obsr918650,EBIRD,P21,Stationary,S78403056,North Carolina,US-NC,9:04:00,,,2021,S78403056
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,11:29.9,35.7814222,Pullen Park,L3581584,H,-78.66359,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/2/2021,obsr2017662,EBIRD,P20,Incidental,S78478262,North Carolina,US-NC,11:10:00,,,2021,S78478262
1,,29,United States,US,Wake,US-NC-183,12,0,0,,,44:35.6,35.7871126,"Park Drive, Raleigh, North Carolina, US",L13091163,P,-78.6538952,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/4/2021,obsr918650,EBIRD,P21,Stationary,S78675684,North Carolina,US-NC,16:15:00,,,2021,S78675684
1,,29,United States,US,Wake,US-NC-183,28,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/30/2021,obsr558431,EBIRD,P21,Stationary,S80155561,North Carolina,US-NC,15:47:00,,,2021,S80155561
1,,29,United States,US,Wake,US-NC-183,33,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/10/2021,obsr558431,EBIRD,P21,Stationary,S79026993,North Carolina,US-NC,14:24:00,,,2021,S79026993
1,,29,United States,US,Wake,US-NC-183,25,0,0,,,59:21.6,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/7/2021,obsr558431,EBIRD,P21,Stationary,S79027014,North Carolina,US-NC,14:24:00,,,2021,S79027014
1,,29,United States,US,Wake,US-NC-183,18,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/9/2021,obsr558431,EBIRD,P21,Stationary,S79027450,North Carolina,US-NC,15:25:00,,,2021,S79027450
1,,29,United States,US,Wake,US-NC-183,10,0,0,,,44:35.6,35.7735815,Sams Backyard,L4321898,P,-78.6527649,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/20/2021,obsr408219,EBIRD,P21,Stationary,S79590630,North Carolina,US-NC,9:32:00,,,2021,S79590630
1,,29,United States,US,Wake,US-NC-183,27,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/1/2021,obsr558431,EBIRD,P21,Stationary,S78504372,North Carolina,US-NC,14:48:00,,,2021,S78504372
1,,29,United States,US,Wake,US-NC-183,21,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/21/2021,obsr558431,EBIRD,P21,Stationary,S79808650,North Carolina,US-NC,13:15:00,,,2021,S79808650
1,,29,United States,US,Wake,US-NC-183,39,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/5/2021,obsr558431,EBIRD,P21,Stationary,S78728999,North Carolina,US-NC,13:54:00,,,2021,S78728999
1,,29,United States,US,Wake,US-NC-183,5,0,0.451,,,03:03.0,35.7723073,"603 South Wilmington Street, Raleigh, North Carolina, US (35.772, -78.639)",L10403745,P,-78.6385241,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/12/2021,obsr1207962,EBIRD,P22,Traveling,S79129059,North Carolina,US-NC,11:57:00,,,2021,S79129059
1,,29,United States,US,Wake,US-NC-183,34,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/22/2021,obsr558431,EBIRD,P21,Stationary,S79808666,North Carolina,US-NC,16:21:00,,,2021,S79808666
1,,29,United States,US,Wake,US-NC-183,29,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/13/2021,obsr558431,EBIRD,P21,Stationary,S79236365,North Carolina,US-NC,15:02:00,,,2021,S79236365
1,,29,United States,US,Wake,US-NC-183,35,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/15/2021,obsr558431,EBIRD,P21,Stationary,S79499721,North Carolina,US-NC,13:28:00,,,2021,S79499721
1,,29,United States,US,Wake,US-NC-183,36,0,0,,,44:35.6,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/17/2021,obsr558431,EBIRD,P21,Stationary,S79499695,North Carolina,US-NC,16:10:00,,,2021,S79499695
1,,29,United States,US,Wake,US-NC-183,15,0,0,,,44:35.6,35.7735815,Sams Backyard,L4321898,P,-78.6527649,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/17/2021,obsr408219,EBIRD,P21,Stationary,S79415306,North Carolina,US-NC,10:49:00,,,2021,S79415306
1,,29,United States,US,Wake,US-NC-183,20,0,0,,,44:35.6,35.7871126,"Park Drive, Raleigh, North Carolina, US",L13091163,P,-78.6538952,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/1/2021,obsr918650,EBIRD,P21,Stationary,S78402946,North Carolina,US-NC,10:24:00,,,2021,S78402946
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,47:42.3,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/31/2021,obsr558431,EBIRD,P20,Incidental,S80217220,North Carolina,US-NC,16:22:00,,,2021,S80217220
0,,29,United States,US,Wake,US-NC-183,0,0,0,,,29:10.4,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,1/16/2021,obsr558431,EBIRD,P20,Incidental,S79346594,North Carolina,US-NC,14:08:00,,,2021,S79346594
